,Full Address,LatLong
1919,"222 EAST 62ND   STREET                    New York, NY 10065",
1920,"226 EAST 62ND STREET New York, NY 10065",
1921,"200 EAST 61ST                             New York, NY 10065",
1922,"213 EAST 61ST   STREET                    New York, NY 10065",
1923,"209 EAST 61ST STREET                      New York, NY 10065",
1924,"200 EAST 61ST   STREET                    New York, NY 10065",
1925,"200 EAST 61ST STREET                      New York, NY 10065",
1926,"301 EAST 62ND STREET New York, NY 10065",
1927,"330 EAST 63RD STREET                      New York, NY 10065",
1928,"300 EAST 62ND   STREET New York, NY 10065",
1929,"300 E 62ND STREET                         New York, NY 10065",
1930,"337 EAST 62ND   STREET New York, NY 10065",
1931,"337 EAST 62ND   STREET                    New York, NY 10065",
1932,"405 EAST 63RD   STREET                    New York, NY 10065",
1933,"341-343 EAST 62ND STREET                  New York, NY 10065",
1934,"345 EAST 62ND STREET                      New York, NY 10065",
1935,"347 EAST 62ND STREET New York, NY 10065",
1936,"355 EAST 62ND STREET                      New York, NY 10065",
1937,"351 EAST 62ND   STREET                    New York, NY 10065",
1938,"301 EAST 61ST   STREET New York, NY 10065",
1939,"350 EAST 62ND                             New York, NY 10065",
1940,"425 EAST 63RD STREET New York, NY 10065",
1941,"425 EAST 63RD   STREET New York, NY 10065",
1942,"350 EAST 62ND   STREET                    New York, NY 10065",
1943,"350 EAST 62ND   STREET New York, NY 10065",
1944,"321 EAST 61ST   STREET                    New York, NY 10065",
1945,"345 EAST 61ST STREET New York, NY 10065",
1946,"215 EAST 96TH STREET New York, NY 10029",
1947,"217 EAST 96TH STREET New York, NY 10128",
1948,"217 EAST 96TH STREET New York, NY 10029",
1949,"305 EAST 108 STREET                       New York, NY 10029",
1950,"178 EAST 108 STREET                       New York, NY 10029",
1951,"323 EAST 108 STREET New York, NY 10029",
1952,"168 EAST 108 STREET                       New York, NY 10029",
1953,"110 E 87TH STREET New York, NY 10128",
1954,"110 EAST 87TH   STREET New York, NY 10128",
1955,"245 EAST 87TH STREET New York, NY 10128",
1956,"200 EAST END New York, NY 10128",
1957,"2056 2 AVENUE New York, NY 10029",
1958,"2040 2 AVENUE                             New York, NY 10029",
1959,"2056 2 AVENUE                             New York, NY 10029",
1960,"2158 2 AVENUE                             New York, NY 10029",
1961,"2349 2 AVENUE                             New York, NY 10029",
1962,"2334 1 AVENUE                             New York, NY 10029",
1963,"2330 2 AVENUE                             New York, NY 10029",
1964,"2165 2 AVENUE                             New York, NY 10029",
1965,"2147 2 AVENUE                             New York, NY 10029",
1966,"2141 2 AVENUE                             New York, NY 10029",
1967,"2123 1 AVENUE                             New York, NY 10029",
1968,"2254 2 AVENUE                             New York, NY 10029",
1969,"2061 2 AVENUE                             New York, NY 10029",
1970,"2059 2 AVENUE                             New York, NY 10029",
1971,"2057 2 AVENUE                             New York, NY 10029",
1972,"2053 2 AVENUE                             New York, NY 10029",
1973,"2051 2 AVENUE New York, NY 10029",
1974,"2019 1 AVENUE                             New York, NY 10029",
1975,"2019 1 AVENUE New York, NY 10029",
1976,"2172 2 AVENUE                             New York, NY 10029",
1977,"2162 2 AVENUE                             New York, NY 10029",
1978,"2154 2 AVENUE New York, NY 10029",
1979,"2150 2 AVENUE                             New York, NY 10029",
1980,"2132 2 AVENUE                             New York, NY 10029",
1981,"2132 2 AVENUE New York, NY 10029",
1982,"2118 2 AVENUE New York, NY 10029",
1983,"1987 3 AVENUE                             New York, NY 10029",
1984,"1985 3 AVENUE                             New York, NY 10029",
1985,"2100 2 AVENUE                             New York, NY 10029",
1986,"1955 1 AVENUE                             New York, NY 10029",
1987,"345 EAST 86 STREET New York, NY 10028",
1988,"2050 2 AVENUE                             New York, NY 10029",
1989,"2044 2 AVENUE                             New York, NY 10029",
1990,"2042 2 AVENUE                             New York, NY 10029",
1991,"2014 2 AVENUE                             New York, NY 10029",
1992,"1867 2 AVENUE                             New York, NY 10029",
1993,"1998 2 AVENUE                             New York, NY 10029",
1994,"1996 2 AVENUE                             New York, NY 10029",
1995,"1992 2 AVENUE                             New York, NY 10029",
1996,"1990 2 AVENUE                             New York, NY 10029",
1997,"1988 2 AVENUE                             New York, NY 10029",
1998,"1986 2 AVENUE                             New York, NY 10029",
1999,"1982 3 AVENUE                             New York, NY 10029",
2000,"1980 3 AVENUE                             New York, NY 10029",
2001,"1978 3 AVENUE                             New York, NY 10029",
2002,"1962 1 AVENUE                             New York, NY 10029",
2003,"1908 3 AVENUE                             New York, NY 10029",
2004,"1771 1 AVENUE                             New York, NY 10128",
2005,"1882 3 AVENUE                             New York, NY 10029",
2006,"1681 3 AVENUE                             New York, NY 10128",
2007,"1810 3 AVENUE                             New York, NY 10029",
2008,"1619 3 AVENUE                             New York, NY 10128",
2009,"1601 3 AVENUE New York, NY 10128",
2010,"1764 1 AVENUE New York, NY 10128",
2011,"1760 2 AVENUE New York, NY 10128",
2012,"1634 1 AVENUE New York, NY 10028",
2013,"1415 5 AVENUE                             New York, NY 10029",
2014,"1403 2 AVENUE New York, NY 10021",
2015,"1363 1 AVENUE                             New York, NY 10021",
2016,"1309 5 AVENUE                             New York, NY 10029",
2017,"1267 1 AVENUE                             New York, NY 10065",
2018,"1215 5 AVENUE New York, NY 10029",
2019,"1280 5 AVENUE                             New York, NY 10029",
2020,"1280 5 AVENUE New York, NY 10029",
2021,"1274 5 AVENUE New York, NY 10029",
2022,"1270 5 AVENUE New York, NY 10029",
2023,"1270 5 AVENUE                             New York, NY 10029",
2024,"1240 5 AVENUE                             New York, NY 10029",
2025,"1191 2 AVENUE                             New York, NY 10065",
2026,"1179 2 AVENUE                             New York, NY 10065",
2027,"1171 2 AVENUE                             New York, NY 10065",
2028,"1212 5 AVENUE New York, NY 10029",
2029,"1212 5 AVENUE                             New York, NY 10029",
2030,"1200 5 AVENUE                             New York, NY 10029",
2031,"1170 5 AVENUE New York, NY 10029",
2032,"875 5 AVENUE New York, NY 10065",
2033,"1016 5 AVENUE New York, NY 10028",
2034,"936 5 AVENUE                              New York, NY 10021",
2035,"838 5 AVENUE                              New York, NY 10065",
2036,"342 EAST 110TH STREET New York, NY 10029",
2037,"112 EAST 101 STREET                       New York, NY 10029",
2038,"22 EAST 109 STREET                        New York, NY 10029",
2039,"423-425 EAST 115 STREET                   New York, NY 10029",
2040,"225 EAST 111 STREET New York, NY 10029",
2041,"224 EAST 122 STREET                       New York, NY 10029",
2042,"440 EAST 115 STREET                       New York, NY 10029",
2043,"217 EAST 116 STREET                       New York, NY 10029",
2044,"209 EAST 111 STREET                       New York, NY 10029",
2045,"242 EAST 116 STREET                       New York, NY 10029",
2046,"427 EAST 115 STREET                       New York, NY 10029",
2047,"177-179 EAST 101ST New York, NY 10029",
2048,"129 EAST 102 STREET New York, NY 10029",
2049,"N/A 2 AVENUE                              New York, NY 10029",
2050,"422 EAST 115                              New York, NY 10029",
2051,"309 EAST 105 STREET New York, NY 10029",
2052,"103 EAST 101 STREET                       New York, NY 10029",
2053,"101 EAST 103 STREET New York, NY 10029",
2054,"107 EAST 100 STREET New York, NY 10029",
2055,"342 EAST 100                              New York, NY 10029",
2056,"306 EAST 105 STREET New York, NY 10029",
2057,"317 EAST 111 STREET                       New York, NY 10029",
2058,"242-244 EAST 106TH New York, NY 10029",
2059,"326 EAST 109 STREET New York, NY 10029",
2060,"77 EAST 110 STREET New York, NY 10029",
2061,"104 EAST 101 STREET New York, NY 10029",
2062,"101 EAST 101 STREET                       New York, NY 10029",
2063,"416 EAST 115 STREET                       New York, NY 10029",
2064,"306 EAST 106 STREET                       New York, NY 10029",
2065,"107 EAST 107 STREET                       New York, NY 10029",
2066,"103 EAST 100 STREET New York, NY 10029",
2067,"150 EAST 105 STREET                       New York, NY 10029",
2068,"419 EAST 116 STREET New York, NY 10029",
2069,"307 EAST 105 STREET                       New York, NY 10029",
2070,"186 EAST 111 STREET New York, NY 10029",
2071,"309 EAST 110 STREET New York, NY 10029",
2072,"169 EAST 110 STREET                       New York, NY 10029",
2073,"12 EAST 116 STREET                        New York, NY 10029",
2074,"101 EAST 103 STREET                       New York, NY 10029",
2075,"120 EAST 116 STREET                       New York, NY 10029",
2076,"155 EAST 115 STREET                       New York, NY 10029",
2077,"330 EAST 109 STREET New York, NY 10029",
2078,"161 EAST 110 STREET                       New York, NY 10029",
2079,"166 EAST 100 STREET                       New York, NY 10029",
2080,"166 EAST 104 STREET New York, NY 10029",
2081,"242 EAST 110 STREET New York, NY 10029",
2082,"102 EAST 104 STREET New York, NY 10029",
2083,"62 EAST 117 STREET New York, NY 10029",
2084,"165 EAST 107 STREET                       New York, NY 10029",
2085,"114 EAST 102 STREET New York, NY 10029",
2086,"19 EAST 109 STREET New York, NY 10029",
2087,"161 EAST 110 STREET New York, NY 10029",
2088,"210 EAST 119 STREET                       New York, NY 10029",
2089,"75 EAST 116 STREET New York, NY 10029",
2090,"227 EAST 111 STREET                       New York, NY 10029",
2091,"308 EAST 106 STREET                       New York, NY 10029",
2092,"153 EAST 115 STREET                       New York, NY 10029",
2093,"333 EAST 116 STREET New York, NY 10029",
2094,"19 EAST 109 STREET                        New York, NY 10029",
2095,"152 EAST 105 STREET                       New York, NY 10029",
2096,"311 EAST 104 STREET                       New York, NY 10029",
2097,"316 EAST 104 STREET                       New York, NY 10029",
2098,"322 EAST 109 STREET New York, NY 10029",
2099,"18 EAST 109 STREET                        New York, NY 10029",
2100,"441 EAST 116 STREET New York, NY 10029",
2101,"168 EAST 104 STREET New York, NY 10029",
2102,"178 EAST 101 STREET New York, NY 10029",
2103,"26 EAST 109 STREET                        New York, NY 10029",
2104,"325 EAST 101 STREET                       New York, NY 10029",
2105,"112 EAST 98 New York, NY 10029",
2106,"305 EAST 109 STREET New York, NY 10029",
2107,"212 EAST 111 STREET                       New York, NY 10029",
2108,"16 EAST 116 STREET                        New York, NY 10029",
2109,"111-117 EAST 100 STREET New York, NY 10029",
2110,"342 EAST 110 STREET New York, NY 10029",
2111,"194 EAST 101 STREET                       New York, NY 10029",
2112,"217 EAST 115 STREET New York, NY 10029",
2113,"215 EAST 115 STREET                       New York, NY 10029",
2114,"169 EAST 102 STREET New York, NY 10029",
2115,"337 EAST 115 STREET New York, NY 10029",
2116,"350 EAST 116 STREET                       New York, NY 10029",
2117,"16 EAST 109 STREET                        New York, NY 10029",
2118,"319 EAST 105 STREET New York, NY 10029",
2119,"23 EAST 108                               New York, NY 10029",
2120,"11 EAST 115 STREET                        New York, NY 10029",
2121,"318 EAST 106 STREET                       New York, NY 10029",
2122,"155 EAST 117 STREET                       New York, NY 10029",
2123,"154 EAST 105 STREET                       New York, NY 10029",
2124,"453 EAST 117 STREET New York, NY 10029",
2125,"163 EAST 107 STREET New York, NY 10029",
2126,"119-121 EAST 100 STREET New York, NY 10029",
2127,"103 EAST 103 STREET                       New York, NY 10029",
2128,"119 EAST 101 STREET New York, NY 10029",
2129,"339 EAST 116 STREET                       New York, NY 10029",
2130,"195 EAST 100 STREET                       New York, NY 10029",
2131,"337 EAST 115 STREET                       New York, NY 10029",
2132,"354 EAST 116 STREET                       New York, NY 10029",
2133,"161-167 EAST 109 STREET                   New York, NY 10029",
2134,"147 EAST 116 STREET                       New York, NY 10029",
2135,"116 EAST 102 STREET New York, NY 10029",
2136,"447-449 EAST 116 STREET New York, NY 10029",
2137,"426-430 EAST 115 STREET                   New York, NY 10029",
2138,"105 EAST 100 STREET New York, NY 10029",
2139,"175 EAST 105 STREET                       New York, NY 10029",
2140,"2019-2021 1 AVENUE                        New York, NY 10029",
2141,"310 EAST 106 STREET                       New York, NY 10029",
2142,"336 EAST 112 STREET                       New York, NY 10029",
2143,"303 EAST 105 STREET                       New York, NY 10029",
2144,"218 EAST 112 STREET New York, NY 10029",
2145,"120 EAST 117 STREET                       New York, NY 10029",
2146,"21-23 EAST 104 STREET New York, NY 10029",
2147,"108 EAST 104 STREET                       New York, NY 10029",
2148,"NA EAST 107 STREET                        New York, NY 10029",
2149,"225 EAST 111 STREET                       New York, NY 10029",
2150,"111 EAST 115 STREET                       New York, NY 10029",
2151,"124 EAST 107 STREET                       New York, NY 10029",
2152,"180 EAST 111 STREET                       New York, NY 10029",
2153,"2026-2030 LEXINGTON AVENUE                New York, NY 10029",
2154,"330 EAST 109                              New York, NY 10029",
2155,"169 EAST 102 STREET                       New York, NY 10029",
2156,"107-111 EAST 115 STREET                   New York, NY 10029",
2157,"333 EAST 109 STREET New York, NY 10029",
2158,"160 EAST 105 STREET                       New York, NY 10029",
2159,"415-421 EAST 115 STREET                   New York, NY 10029",
2160,"247 EAST 111 STREET                       New York, NY 10029",
2161,"438 EAST 115 STREET                       New York, NY 10029",
2162,"245 EAST 115 STREET                       New York, NY 10029",
2163,"309 EAST 105 ST New York, NY 10029",
2164,"2164 2 AVENUE                             New York, NY 10029",
2165,"429 EAST 115 STREET                       New York, NY 10029",
2166,"1255 5 AVENUE                             New York, NY 10029",
2167,"342 EAST 110 STREET                       New York, NY 10029",
2168,"77 EAST 110 STREET                        New York, NY 10029",
2169,"140 EAST 117 STREET                       New York, NY 10029",
2170,"333 EAST 109 STREET                       New York, NY 10029",
2171,"129 EAST 102 New York, NY 10029",
2172,"162 EAST 105 STREET                       New York, NY 10029",
2173,"117 EAST 102 STREET                       New York, NY 10029",
2174,"239 EAST 110 STREET New York, NY 10029",
2175,"112 EAST 117 STREET                       New York, NY 10029",
2176,"1255 5 AVENUE New York, NY 10029",
2177,"15-17 EAST 109 STREET                     New York, NY 10029",
2178,"344-346 EAST 112 STREET                   New York, NY 10029",
2179,"237 EAST 110 STREET New York, NY 10029",
2180,"307-309 EAST 109 STREET New York, NY 10029",
2181,"240 EAST 112 STREET                       New York, NY 10029",
2182,"223 EAST 110 STREET                       New York, NY 10029",
2183,"158 EAST 100 STREET                       New York, NY 10029",
2184,"328 EAST 106 STREET                       New York, NY 10029",
2185,"174 EAST 109 STREET                       New York, NY 10029",
2186,"167 EAST 106 STREET                       New York, NY 10029",
2187,"21 EAST 115 STREET                        New York, NY 10029",
2188,"216 EAST 105 STREET                       New York, NY 10029",
2189,"74 EAST 116 STREET New York, NY 10029",
2190,"24 EAST 109 STREET                        New York, NY 10029",
2191,"306 EAST 106 STREET New York, NY 10029",
2192,"89 EAST 116 STREET                        New York, NY 10029",
2193,"332 EAST 106 STREET New York, NY 10029",
2194,"119 EAST 101 STREET                       New York, NY 10029",
2195,"153 EAST 115 STREET New York, NY 10029",
2196,"319 EAST 105 STREET                       New York, NY 10029",
2197,"94 EAST 111 STREET                        New York, NY 10029",
2198,"330 EAST 109 STREET                       New York, NY 10029",
2199,"312 EAST 106 STREET                       New York, NY 10029",
2200,"341 EAST 116 STREET                       New York, NY 10029",
2201,"307 EAST 111 STREET                       New York, NY 10029",
2202,"337 EAST 104 STREET New York, NY 10029",
2203,"161 EAST 116 STREET                       New York, NY 10029",
2204,"246 EAST 116 STREET                       New York, NY 10029",
2205,"169 EAST 105 STREET New York, NY 10029",
2206,"410-412 EAST 115 STREET New York, NY 10029",
2207,"323 EAST 116 STREET                       New York, NY 10029",
2208,"16 EAST 98 STREET New York, NY 10029",
2209,"317 EAST 111 STREET New York, NY 10029",
2210,"8-18 EAST 110 STREET                      New York, NY 10029",
2211,"106 EAST 104 STREET                       New York, NY 10029",
2212,"29-31 EAST 104 STREET New York, NY 10029",
2213,"214 EAST 111 STREET                       New York, NY 10029",
2214,"173 EAST 102 STREET                       New York, NY 10029",
2215,"194 EAST 101 STREET New York, NY 10029",
2216,"102 EAST 104 STREET                       New York, NY 10029",
2217,"165 EAST 104 STREET New York, NY 10029",
2218,"221 EAST 105 STREET                       New York, NY 10029",
2219,"173 EAST 102 STREET New York, NY 10029",
2220,"324 EAST 112 STREET                       New York, NY 10029",
2221,"188 EAST 76 STREET New York, NY 10021",
2222,"215 EAST 80 STREET New York, NY 10075",
2223,"30 EAST 85TH New York, NY 10028",
2224,"237 EAST 88 STREET                        New York, NY 10128",
2225,"4 EAST 72 ST New York, NY 10021",
2226,"123 EAST 88 STREET New York, NY 10128",
2227,"225 E. 73 STREET New York, NY 10021",
2228,"1010 PARK AVENUE                          New York, NY 10028",
2229,"165 EAST 72 STREET New York, NY 10021",
2230,"170 EAST 87                               New York, NY 10128",
2231,"225 EAST 79 STREET New York, NY 10075",
2232,"110 EAST 87                               New York, NY 10128",
2233,"338 E 78 ST New York, NY 10075",
2234,"1435-1437 1 AVENUE New York, NY 10021",
2235,"301 EAST 64 STREET New York, NY 10065",
2236,"525 EAST 80 STREET                        New York, NY 10075",
2237,"135 EAST 83 STREET New York, NY 10028",
2238,"220 EAST 73 ST New York, NY 10021",
2239,"166 EAST 61 STREET New York, NY 10065",
2240,"515 E. 72 STREET                          New York, NY 10021",
2241,"125 EAST 70 STREET                        New York, NY 10021",
2242,"327 EAST 65 STREET                        New York, NY 10065",
2243,"201 EAST 66 STREET New York, NY 10065",
2244,"315 EAST 68 STREET New York, NY 10065",
2245,"125 E 93 ST. New York, NY 10128",
2246,"363 EAST 76 ST New York, NY 10075",
2247,"444 E 75 ST New York, NY 10021",
2248,"47 EAST 91 STREET New York, NY 10128",
2249,"525 PARK AVE                              New York, NY 10065",
2250,"530 EAST 76 STREET                        New York, NY 10021",
2251,"400 E 90 ST New York, NY 10128",
2252,"350 EAST 82 STREET                        New York, NY 10028",
2253,"255 EAST 74TH STRET                       New York, NY 10021",
2254,"415 E 85 ST New York, NY 10028",
2255,"305 EAST 88 New York, NY 10128",
2256,"188 EAST 70 STREET                        New York, NY 10021",
2257,"418 EAST 83RD STREET New York, NY 10028",
2258,"43 EAST 92ND   STREET New York, NY 10128",
2259,"150 EAST 69 New York, NY 10065",
2260,"309 EAST 76TH   STREET                    New York, NY 10021",
2261,"75 EAST END AVENUE New York, NY 10028",
2262,"427 EAST 77TH   STREET                    New York, NY 10075",
2263,"407 EAST 70TH   STREET                    New York, NY 10021",
2264,"63 EAST 79TH STREET New York, NY 10075",
2265,"513 EAST 86TH   STREET New York, NY 10028",
2266,"151 EAST 86TH   STREET New York, NY 10028",
2267,"301 EAST 81ST   STREET                    New York, NY 10028",
2268,"157 EAST 74TH   STREET New York, NY 10021",
2269,"152 EAST 71ST   STREET                    New York, NY 10021",
2270,"515 EAST 75TH   STREET                    New York, NY 10021",
2271,"156 EAST 89TH STREET                      New York, NY 10128",
2272,"532 EAST 79TH   STREET New York, NY 10075",
2273,"245 EAST 93RD STREET New York, NY 10128",
2274,"400 EAST 90TH STREET New York, NY 10128",
2275,"500A EAST 87TH   STREET New York, NY 10128",
2276,"215 EAST 96TH   STREET New York, NY 10128",
2277,"67 EAST 80TH STREET New York, NY 10075",
2278,"420 EAST 66TH   STREET                    New York, NY 10065",
2279,"245 EAST 93 ST                            New York, NY 10128",
2280,"420 EAST 72ND   STREET                    New York, NY 10021",
2281,"692 MADISON AVENUE                        New York, NY 10065",
2282,"1337 THIRD AVENUE                         New York, NY 10075",
2283,"1039 MADISON AVE New York, NY 10075",
2284,"140 EAST 95TH STREET New York, NY 10128",
2285,"181 EAST 65TH   STREET New York, NY 10065",
2286,"1808 2 AVENUE                             New York, NY 10128",
2287,"210 EAST 73RD   STREET                    New York, NY 10021",
2288,"42 EAST 73RD STREET New York, NY 10021",
2289,"955 FIFTH AVENUE New York, NY 10075",
2290,"266-268 EAST 78TH STREET                  New York, NY 10075",
2291,"413 EAST 78TH   STREET                    New York, NY 10075",
2292,"300 EAST 77TH STREET New York, NY 10075",
2293,"166 EAST 61ST STREET New York, NY 10065",
2294,"129 EAST 94TH STREET                      New York, NY 10128",
2295,"531 E 83RD STREET New York, NY 10028",
2296,"413 EAST 82ND STREET New York, NY 10028",
2297,"511 EAST 78TH   STREET                    New York, NY 10075",
2298,"990 FIFTH AVENUE New York, NY 10075",
2299,"55 EAST 93RD   STREET                     New York, NY 10128",
2300,"1665 FIRST AVENUE New York, NY 10028",
2301,"65 EAST 96TH   STREET                     New York, NY 10128",
2302,"1180 2 AVENUE New York, NY 10065",
2303,"63 EAST 82ND   STREET New York, NY 10028",
2304,"63 EAST 80TH STREET                       New York, NY 10075",
2305,"1731-1735 YORK AVENUE                     New York, NY 10128",
2306,"304 EAST 73RD   STREET New York, NY 10021",
2307,"245 EAST 93RD New York, NY 10128",
2308,"1235 PARK AVENUE                          New York, NY 10128",
2309,"507 EAST 80TH STREET                      New York, NY 10075",
2310,"570 PARK AVE New York, NY 10065",
2311,"900 PARK AVENUE                           New York, NY 10075",
2312,"178 EAST 64TH   STREET                    New York, NY 10065",
2313,"1540 SECOND AVENUE                        New York, NY 10028",
2314,"340 EAST 80TH  STREET New York, NY 10075",
2315,"646 PARK AVENUE New York, NY 10065",
2316,"201 EAST 79 STREET New York, NY 10075",
2317,"141 EAST 63RD   STREET New York, NY 10065",
2318,"1591 SECOND AVENUE                        New York, NY 10028",
2319,"310 EAST 86TH STREET                      New York, NY 10028",
2320,"530-540 EAST 73RD STREET                  New York, NY 10021",
2321,"220 EAST 87TH STREET New York, NY 10128",
2322,"28 EAST 72ND STREET                       New York, NY 10021",
2323,"1 GRACIE SQUARE New York, NY 10028",
2324,"174 EAST 64TH STREET New York, NY 10065",
2325,"416 EAST 78TH   STREET                    New York, NY 10075",
2326,"518 EAST 63RD   STREET                    New York, NY 10065",
2327,"146 EAST 89TH STREET                      New York, NY 10128",
2328,"300 E. 71ST STREET New York, NY 10021",
2329,"115 EAST 87TH   STREET New York, NY 10128",
2330,"188 EAST 64 New York, NY 10065",
2331,"201 E 66                                  New York, NY 10065",
2332,"1566 THIRD AVENUE                         New York, NY 10128",
2333,"1067 PARK AVENUE                          New York, NY 10128",
2334,"525 EAST 80TH STREET                      New York, NY 10075",
2335,"166 EAST 92 STREET New York, NY 10128",
2336,"330 EAST 75 ST                            New York, NY 10021",
2337,"404 EAST 79TH   STREET                    New York, NY 10075",
2338,"404 EAST 66TH STREET                      New York, NY 10065",
2339,"178 EAST 80TH New York, NY 10075",
2340,"309 EAST 87TH   STREET New York, NY 10128",
2341,"53 EAST 92ND   STREET                     New York, NY 10128",
2342,"1115 5TH AVENUE New York, NY 10128",
2343,"225 EAST 79TH   STREET New York, NY 10075",
2344,"300 EAST 95TH   STREET                    New York, NY 10128",
2345,"215 EAST 77TH   STREET                    New York, NY 10075",
2346,"221 EAST 62ND STREET                      New York, NY 10065",
2347,"120 EAST 90TH STREET                      New York, NY 10128",
2348,"130 EAST 63RD STREET New York, NY 10065",
2349,"525 EAST 73RD   STREET                    New York, NY 10021",
2350,"56-60 EAST 87TH STREET New York, NY 10128",
2351,"413 EAST 81ST   STREET                    New York, NY 10028",
2352,"10 EAST 81ST STREET New York, NY 10028",
2353,"49 EAST 68TH STREET                       New York, NY 10065",
2354,"115 EAST 86TH STREET New York, NY 10028",
2355,"300 EAST 77 STREET New York, NY 10075",
2356,"935 PARK AVENUE New York, NY 10028",
2357,"108 EAST 66TH   STREET New York, NY 10065",
2358,"518 EAST 83RD STREET                      New York, NY 10028",
2359,"526 EAST 84TH STREET New York, NY 10028",
2360,"1438 THIRD AVENUE                         New York, NY 10028",
2361,"210 EAST 90TH STREET New York, NY 10128",
2362,"1495 3 AVENUE                             New York, NY 10028",
2363,"115 EAST 90TH STREET New York, NY 10128",
2364,"11 E 87TH STREET New York, NY 10128",
2365,"511 EAST 78TH   STREET New York, NY 10075",
2366,"300 EAST 71ST STREET                      New York, NY 10021",
2367,"150 EAST 85TH STREET New York, NY 10028",
2368,"180 EAST 79TH STREET New York, NY 10075",
2369,"500 EAST 83RD STREET New York, NY 10028",
2370,"55 EAST 86TH   STREET New York, NY 10028",
2371,"233 EAST 70TH STREET                      New York, NY 10021",
2372,"160 EAST 65TH STREET New York, NY 10065",
2373,"542 EAST 79TH   STREET                    New York, NY 10075",
2374,"130 EAST 75TH   STREET New York, NY 10021",
2375,"188 EAST 70TH STREET New York, NY 10021",
2376,"139 EAST 79TH STREET New York, NY 10075",
2377,"124 EAST 79TH STREET New York, NY 10075",
2378,"176 EAST 77TH STREET New York, NY 10075",
2379,"403 EAST 87TH   STREET New York, NY 10128",
2380,"49 EAST 96TH STREET New York, NY 10128",
2381,"235 EAST 87TH   STREET New York, NY 10128",
2382,"1435 LEXINGTON AVENUE New York, NY 10128",
2383,"59 EAST 72ND STREET New York, NY 10021",
2384,"112 EAST 83RD   STREET New York, NY 10028",
2385,"930 5 AVENUE New York, NY 10021",
2386,"301 EAST 64TH New York, NY 10065",
2387,"44 EAST 67TH   STREET                     New York, NY 10065",
2388,"211 EAST 79TH   STREET                    New York, NY 10075",
2389,"121 EAST 88TH   STREET New York, NY 10128",
2390,"35 EAST 85 STREET New York, NY 10028",
2391,"108 EAST 86TH STREET New York, NY 10028",
2392,"108 EAST 66TH STREET New York, NY 10065",
2393,"315 E 70TH ST New York, NY 10021",
2394,"1150 PARK AVENUE New York, NY 10128",
2395,"1114 MADISON AVENUE                       New York, NY 10028",
2396,"181 EAST 90TH   STREET New York, NY 10128",
2397,"128 EAST 93RD   STREET                    New York, NY 10128",
2398,"214 EAST 70TH   STREET                    New York, NY 10021",
2399,"411 EAST 85TH STREET New York, NY 10028",
2400,"166 EAST 63 STREET                        New York, NY 10065",
2401,"405 EAST 73RD   STREET                    New York, NY 10021",
2402,"701 MADISON AVENUE                        New York, NY 10065",
2403,"303 EAST 77TH   STREET                    New York, NY 10075",
2404,"520 EAST 76TH   STREET New York, NY 10021",
2405,"225 EAST 74TH STREET New York, NY 10021",
2406,"301 EAST 87 New York, NY 10128",
2407,"580 PARK AVENUE New York, NY 10065",
2408,"1526 1 AVENUE New York, NY 10075",
2409,"435 EAST 86TH STREET New York, NY 10028",
2410,"401 EAST 84TH   STREET New York, NY 10028",
2411,"165 EAST 73RD   STREET                    New York, NY 10021",
2412,"3 EAST 85TH STREET New York, NY 10028",
2413,"70 EAST 96TH STREET New York, NY 10128",
2414,"333 EAST 68 STREET New York, NY 10065",
2415,"167 EAST 61 STREET New York, NY 10065",
2416,"1234 MADISON AVENUE                       New York, NY 10128",
2417,"516 EAST 78TH STREET New York, NY 10075",
2418,"308 EAST 72ND STREET                      New York, NY 10021",
2419,"188 EAST 64TH STREET New York, NY 10065",
2420,"11 EAST 75TH   STREET New York, NY 10021",
2421,"527 EAST 78TH   STREET                    New York, NY 10075",
2422,"402 EAST 74TH STREET New York, NY 10021",
2423,"116 EAST 70TH STREET                      New York, NY 10021",
2424,"405 EAST 63RD   STREET New York, NY 10065",
2425,"520 EAST 81ST   STREET                    New York, NY 10028",
2426,"160 EAST 72ND STREET New York, NY 10021",
2427,"1140 FIFTH AVENUE New York, NY 10128",
2428,"162 EAST 83RD STREET                      New York, NY 10028",
2429,"179 EAST 78TH STREET New York, NY 10075",
2430,"200 EAST 62 New York, NY 10065",
2431,"1474 THIRD AVENUE New York, NY 10028",
2432,"773 LEXINGTON AVENUE New York, NY 10065",
2433,"505 EAST 79 ST New York, NY 10075",
2434,"425 EAST 63 STREET New York, NY 10065",
2435,"7 GRACIE SQUARE New York, NY 10028",
2436,"430 EAST 87TH STREET New York, NY 10128",
2437,"61 EAST 86TH   STREET                     New York, NY 10028",
2438,"3 EAST 69TH STREET New York, NY 10021",
2439,"40 EAST 78 STREET                         New York, NY 10075",
2440,"1071 THIRD AVENUE New York, NY 10065",
2441,"1220 LEXINGTON AVE                        New York, NY 10028",
2442,"525 EAST 82 STREET New York, NY 10028",
2443,"415 EAST 82ND   STREET New York, NY 10028",
2444,"340 EAST 64 ST                            New York, NY 10065",
2445,"1160 PARK AVENUE New York, NY 10128",
2446,"1040 LEXINGTON AVENUE New York, NY 10021",
2447,"245 EAST 93RD   STREET                    New York, NY 10128",
2448,"863 PARK AVENUE New York, NY 10075",
2449,"3 EAST 69TH   STREET New York, NY 10021",
