Full Address,LatLong
"129-31 E 102ND STREET New York, NY 10029",0
"348 EAST 116TH STREET                     New York, NY 10029",0
"161 E 110TH ST                            New York, NY 10029",0
"1557 LEXINGTON AVENUE                     New York, NY 10029",0
"62 EAST 117 STREET New York, NY 10029",0
"221 E 115TH STREET                        New York, NY 10029",0
"2061 2 AVENUE                             New York, NY 10029",0
"165 EAST 107 STREET                       New York, NY 10029",0
"1158 FIFTH AVENUE New York, NY 10029",0
"1280 5 AVENUE New York, NY 10029",0
"2162 2 AVENUE                             New York, NY 10029",0
"2132 2ND AVE                              New York, NY 10029",0
"1701 LEXINGTON AVENUE                     New York, NY 10029",0
"169 EAST 102ND STREET New York, NY 10029",0
"2050 2 AVENUE                             New York, NY 10029",0
"114 EAST 102 STREET New York, NY 10029",0
"351 E 116TH STREET New York, NY 10029",0
"19 EAST 109 STREET New York, NY 10029",0
"1200 5 AVENUE                             New York, NY 10029",0
"1170 5 AVENUE New York, NY 10029",0
"161 EAST 110 STREET New York, NY 10029",0
"1906 THIRD AVE New York, NY 10029",0
"210 EAST 119 STREET                       New York, NY 10029",0
"333 EAST 109TH STREET New York, NY 10029",0
"1270 FIFTH AVENUE New York, NY 10029",0
"75 EAST 116 STREET New York, NY 10029",0
"227 EAST 111 STREET                       New York, NY 10029",0
"308 EAST 106 STREET                       New York, NY 10029",0
"153 EAST 115 STREET                       New York, NY 10029",0
"333 EAST 116 STREET New York, NY 10029",0
"19 EAST 109 STREET                        New York, NY 10029",0
"1698 LEXINGTON AVENUE                     New York, NY 10029",0
"152 EAST 105 STREET                       New York, NY 10029",0
"2100 2 AVENUE                             New York, NY 10029",0
"2123 1 AVENUE                             New York, NY 10029",0
"311 EAST 104 STREET                       New York, NY 10029",0
"1987 3 AVENUE                             New York, NY 10029",0
"1982 3 AVENUE                             New York, NY 10029",0
"336 E 112TH ST                            New York, NY 10029",0
"1733 LEXINGTON AVENUE                     New York, NY 10029",0
"1737 LEXINGTON AVENUE                     New York, NY 10029",0
"316 EAST 104 STREET                       New York, NY 10029",0
"322 EAST 109 STREET New York, NY 10029",0
"22 EAST 103RD STREET                      New York, NY 10029",0
"18 EAST 109 STREET                        New York, NY 10029",0
"323 EAST 108 STREET New York, NY 10029",0
"2132 2 AVENUE                             New York, NY 10029",0
"441 EAST 116 STREET New York, NY 10029",0
"168 EAST 104 STREET New York, NY 10029",0
"154 EAST 106TH STREET                     New York, NY 10029",0
"178 EAST 101 STREET New York, NY 10029",0
"26 EAST 109 STREET                        New York, NY 10029",0
"169 EAST 102ND STREET                     New York, NY 10029",0
"325 EAST 101 STREET                       New York, NY 10029",0
"112 EAST 98 New York, NY 10029",0
"77 EAST 110TH STREET                      New York, NY 10029",0
"1635 LEXINGTON AVENUE                     New York, NY 10029",0
"215 EAST 96TH STREET New York, NY 10029",0
"305 EAST 109 STREET New York, NY 10029",0
"1270 FIFTH AVE New York, NY 10029",0
"110 EAST 97TH   STREET                    New York, NY 10029",0
"212 EAST 111 STREET                       New York, NY 10029",0
"1655 MADISON AVENUE                       New York, NY 10029",0
"1158 5TH AVENUE New York, NY 10029",0
"16 EAST 116 STREET                        New York, NY 10029",0
"111-117 EAST 100 STREET New York, NY 10029",0
"1908 3 AVENUE                             New York, NY 10029",0
"104 EAST 116TH STREET                     New York, NY 10029",0
"342 EAST 110 STREET New York, NY 10029",0
"194 EAST 101 STREET                       New York, NY 10029",0
"217 EAST 115 STREET New York, NY 10029",0
"226-230 EAST 106TH STREET New York, NY 10029",0
"2042 2 AVENUE                             New York, NY 10029",0
"215 EAST 115 STREET                       New York, NY 10029",0
"169 EAST 102 STREET New York, NY 10029",0
"182 EAST 111TH STREET                     New York, NY 10029",0
"1270 5TH AVENUE                           New York, NY 10029",0
"337 EAST 115 STREET New York, NY 10029",0
"217 EAST 96TH STREET New York, NY 10029",0
"1516 PARK AVENUE                          New York, NY 10029",0
"2141 2 AVENUE                             New York, NY 10029",0
"1753 LEXINGTON AVENUE                     New York, NY 10029",0
"350 EAST 116 STREET                       New York, NY 10029",0
"16 EAST 109 STREET                        New York, NY 10029",0
"324 EAST 112TH                            New York, NY 10029",0
"2057 2 AVENUE                             New York, NY 10029",0
"2147 2 AVENUE                             New York, NY 10029",0
"319 EAST 105 STREET New York, NY 10029",0
"2021 FIRST AVENUE New York, NY 10029",0
"1270 5 AVENUE New York, NY 10029",0
"345 EAST 104TH STREET                     New York, NY 10029",0
"23 EAST 108                               New York, NY 10029",0
"11 EAST 115 STREET                        New York, NY 10029",0
"204 EAST 112TH STREET                     New York, NY 10029",0
"1280 FIFTH AVENUE                         New York, NY 10029",0
"318 EAST 106 STREET                       New York, NY 10029",0
"2019 FIRST AVENUE                         New York, NY 10029",0
"17 EAST 97TH ST New York, NY 10029",0
"2056 2 AVENUE New York, NY 10029",0
"155 EAST 117 STREET                       New York, NY 10029",0
"26 EAST 103RD STREET                      New York, NY 10029",0
"154 EAST 105 STREET                       New York, NY 10029",0
"453 EAST 117 STREET New York, NY 10029",0
"163 EAST 107 STREET New York, NY 10029",0
"2053 2 AVENUE                             New York, NY 10029",0
"1990 2 AVENUE                             New York, NY 10029",0
"119 EAST 101ST STREET                     New York, NY 10029",0
"119-121 EAST 100 STREET New York, NY 10029",0
"2154 2 AVENUE New York, NY 10029",0
"103 EAST 103 STREET                       New York, NY 10029",0
"119 EAST 101 STREET New York, NY 10029",0
"442-444 EAST 115TH STREET                 New York, NY 10029",0
"339 EAST 116 STREET                       New York, NY 10029",0
"2159 FIRST AVENUE New York, NY 10029",0
"324 EAST 112TH STREET New York, NY 10029",0
"217 EAST 111TH STREET New York, NY 10029",0
"2132 2 AVENUE New York, NY 10029",0
"195 EAST 100 STREET                       New York, NY 10029",0
"1571 LEXINGTON AVENUE                     New York, NY 10029",0
"1810 3 AVENUE                             New York, NY 10029",0
"337 EAST 115 STREET                       New York, NY 10029",0
"2019 1 AVENUE                             New York, NY 10029",0
"115-121 EAST 116TH STREET New York, NY 10029",0
"2040 2 AVENUE                             New York, NY 10029",0
"354 EAST 116 STREET                       New York, NY 10029",0
"225 EAST 110TH STREET                     New York, NY 10029",0
"122 EAST 103RD STREET                     New York, NY 10029",0
"161-167 EAST 109 STREET                   New York, NY 10029",0
"1634 LEXINGTON AVENUE                     New York, NY 10029",0
"147 EAST 116 STREET                       New York, NY 10029",0
"116 EAST 102 STREET New York, NY 10029",0
"1937 FIRST AVENUE                         New York, NY 10029",0
"447-449 EAST 116 STREET New York, NY 10029",0
"2000 SECOND AVENUE                        New York, NY 10029",0
"421 EAST 114TH STREET                     New York, NY 10029",0
"12 EAST 97TH New York, NY 10029",0
"1760 THIRD AVENUE                         New York, NY 10029",0
"1661 LEXINGTON AVENUE                     New York, NY 10029",0
"426-430 EAST 115 STREET                   New York, NY 10029",0
"105 EAST 100 STREET New York, NY 10029",0
"175 EAST 105 STREET                       New York, NY 10029",0
"2019-2021 1 AVENUE                        New York, NY 10029",0
"1962 1 AVENUE                             New York, NY 10029",0
"1955 1 AVENUE                             New York, NY 10029",0
"105 EAST 97TH STREET New York, NY 10029",0
"310 EAST 106 STREET                       New York, NY 10029",0
"154 EAST 109TH New York, NY 10029",0
"122 EAST 101ST STREET New York, NY 10029",0
"336 EAST 112 STREET                       New York, NY 10029",0
"303 EAST 105 STREET                       New York, NY 10029",0
"322 EAST 109TH STREET New York, NY 10029",0
"1630 MADISON AVENUE New York, NY 10029",0
"1200 5TH AVENUE                           New York, NY 10029",0
"1680 MADISON AVENUE New York, NY 10029",0
"101C EAST 97TH STREET                     New York, NY 10029",0
"2254 2 AVENUE                             New York, NY 10029",0
"1810 THIRD AVENUE                         New York, NY 10029",0
"233 EAST 111TH STREET                     New York, NY 10029",0
"1992 THIRD AVENUE                         New York, NY 10029",0
"167 EAST 99TH   STREET                    New York, NY 10029",0
"218 EAST 112 STREET New York, NY 10029",0
"120 EAST 117 STREET                       New York, NY 10029",0
"21-23 EAST 104 STREET New York, NY 10029",0
"108 EAST 104 STREET                       New York, NY 10029",0
"138 EAST 112TH STREET                     New York, NY 10029",0
"NA EAST 107 STREET                        New York, NY 10029",0
"225 EAST 111 STREET                       New York, NY 10029",0
"1567 LEXINGTON AVENUE                     New York, NY 10029",0
"111 EAST 115 STREET                       New York, NY 10029",0
"124 EAST 107 STREET                       New York, NY 10029",0
"2243 1ST AVENUE                           New York, NY 10029",0
"2051 2 AVENUE New York, NY 10029",0
"180 EAST 111 STREET                       New York, NY 10029",0
"2026-2030 LEXINGTON AVENUE                New York, NY 10029",0
"1882 THIRD AVENUE                         New York, NY 10029",0
"1170 5TH AVENUE New York, NY 10029",0
"1630 MADISON AVENUE                       New York, NY 10029",0
"150 EAST 112TH STREET                     New York, NY 10029",0
"2330 2 AVENUE                             New York, NY 10029",0
"324 EAST 112TH STREET                     New York, NY 10029",0
"330 EAST 109                              New York, NY 10029",0
"169 EAST 102 STREET                       New York, NY 10029",0
"169 EAST 99TH   STREET                    New York, NY 10029",0
"17 EAST 97TH STREET New York, NY 10029",0
"107-111 EAST 115 STREET                   New York, NY 10029",0
"2132 SECOND AVENUE                        New York, NY 10029",0
"301 EAST 103RD STREET                     New York, NY 10029",0
"1501 LEXINGTON AVENUE                     New York, NY 10029",0
"1325 PARK AVENUE New York, NY 10029",0
"171 EAST 99TH   STREET                    New York, NY 10029",0
"333 EAST 109 STREET New York, NY 10029",0
"161 EAST 110TH ST                         New York, NY 10029",0
"160 EAST 105 STREET                       New York, NY 10029",0
"415-421 EAST 115 STREET                   New York, NY 10029",0
"1627 PARK AVENUE                          New York, NY 10029",0
"2239 1ST AVENUE New York, NY 10029",0
"247 EAST 111 STREET                       New York, NY 10029",0
"1274 5 AVENUE New York, NY 10029",0
"438 EAST 115 STREET                       New York, NY 10029",0
"1569 LEXINGTON AVENUE                     New York, NY 10029",0
"245 EAST 115 STREET                       New York, NY 10029",0
"2349 2 AVENUE                             New York, NY 10029",0
"309 EAST 105 ST New York, NY 10029",0
"182 E 111TH STREET                        New York, NY 10029",0
"354 EAST 116TH ST                         New York, NY 10029",0
"2165 2 AVENUE                             New York, NY 10029",0
"2164 2 AVENUE                             New York, NY 10029",0
"429 EAST 115 STREET                       New York, NY 10029",0
"1255 5 AVENUE                             New York, NY 10029",0
"1635 LEXINGTON AVE                        New York, NY 10029",0
"319 EAST 105TH STREET                     New York, NY 10029",0
"342 EAST 110 STREET                       New York, NY 10029",0
"1240 5 AVENUE                             New York, NY 10029",0
"2056 2 AVENUE                             New York, NY 10029",0
"351 E 116TH ST New York, NY 10029",0
"77 EAST 110 STREET                        New York, NY 10029",0
"161 EAST 107TH STREET                     New York, NY 10029",0
"1415 5 AVENUE                             New York, NY 10029",0
"140 EAST 117 STREET                       New York, NY 10029",0
"2026 THIRD AVENUE                         New York, NY 10029",0
"1212 5 AVENUE                             New York, NY 10029",0
"2156 2ND AVENUE                           New York, NY 10029",0
"291 PLEASANT AVENUE                       New York, NY 10029",0
"2158 2 AVENUE                             New York, NY 10029",0
"154 EAST 97TH STREET New York, NY 10029",0
"333 EAST 109 STREET                       New York, NY 10029",0
"1980 3 AVENUE                             New York, NY 10029",0
"2019 1 AVENUE New York, NY 10029",0
"129 EAST 102 New York, NY 10029",0
"159 EAST 107TH STREET                     New York, NY 10029",0
"1955 1ST AVENUE                           New York, NY 10029",0
"2134 SECOND AVENUE                        New York, NY 10029",0
"238 EAST 111TH STREET                     New York, NY 10029",0
"162 EAST 105 STREET                       New York, NY 10029",0
"117 EAST 102 STREET                       New York, NY 10029",0
"239 EAST 110 STREET New York, NY 10029",0
"112 EAST 117 STREET                       New York, NY 10029",0
"411 EAST 114TH STREET                     New York, NY 10029",0
"1215 5TH AVENUE New York, NY 10029",0
"1255 5 AVENUE New York, NY 10029",0
"1255 FIFTH AVENUE New York, NY 10029",0
"15-17 EAST 109 STREET                     New York, NY 10029",0
"236 EAST 106TH ST New York, NY 10029",0
"220 EAST 116TH STREET                     New York, NY 10029",0
"344-346 EAST 112 STREET                   New York, NY 10029",0
"237 EAST 110 STREET New York, NY 10029",0
"307-309 EAST 109 STREET New York, NY 10029",0
"1215 5 AVENUE New York, NY 10029",0
"2118 SECOND AVENUE New York, NY 10029",0
"240 EAST 112 STREET                       New York, NY 10029",0
"1578 LEXINGTON AVENUE                     New York, NY 10029",0
"326 EAST 109TH STREET New York, NY 10029",0
"223 EAST 110 STREET                       New York, NY 10029",0
"158 EAST 100 STREET                       New York, NY 10029",0
"328 EAST 106 STREET                       New York, NY 10029",0
"1882 3 AVENUE                             New York, NY 10029",0
"174 EAST 109 STREET                       New York, NY 10029",0
"1270 5 AVENUE                             New York, NY 10029",0
"334 EAST 106TH STREET                     New York, NY 10029",0
"1996 2 AVENUE                             New York, NY 10029",0
"20 EAST 116TH STREET New York, NY 10029",0
"1731 LEXINGTON AVENUE                     New York, NY 10029",0
"167 EAST 106 STREET                       New York, NY 10029",0
"21 EAST 115 STREET                        New York, NY 10029",0
"319 EAST 115TH STREET                     New York, NY 10029",0
"2021 FIRST AVENUE                         New York, NY 10029",0
"216 EAST 105 STREET                       New York, NY 10029",0
"9 EAST 97TH STREET New York, NY 10029",0
"74 EAST 116 STREET New York, NY 10029",0
"330 EAST 109TH STREET New York, NY 10029",0
"24 EAST 109 STREET                        New York, NY 10029",0
"306 EAST 106 STREET New York, NY 10029",0
"336 EAST 116TH STREET                     New York, NY 10029",0
"89 EAST 116 STREET                        New York, NY 10029",0
"332 EAST 106 STREET New York, NY 10029",0
"1978 3 AVENUE                             New York, NY 10029",0
"306 EAST 105TH                            New York, NY 10029",0
"1280 FIFTH AVENUE New York, NY 10029",0
"1555 LEXINGTON AVENUE New York, NY 10029",0
"1255 FIFTH AVENUE                         New York, NY 10029",0
"1465 PARK AVENUE New York, NY 10029",0
"119 EAST 101 STREET                       New York, NY 10029",0
"1715 LEXINGTON AVENUE                     New York, NY 10029",0
"153 EAST 115 STREET New York, NY 10029",0
"1265 PARK AVENUE New York, NY 10029",0
"319 EAST 105 STREET                       New York, NY 10029",0
"303 EAST 109TH STREET                     New York, NY 10029",0
"94 EAST 111 STREET                        New York, NY 10029",0
"321 EAST 116TH STREET                     New York, NY 10029",0
"330 EAST 109 STREET                       New York, NY 10029",0
"1675 LEXINGTON AVENUE New York, NY 10029",0
"1988 2 AVENUE                             New York, NY 10029",0
"112 EAST 98TH STREET New York, NY 10029",0
"312 EAST 106 STREET                       New York, NY 10029",0
"311 EAST 109TH STREET                     New York, NY 10029",0
"341 EAST 116 STREET                       New York, NY 10029",0
"307 EAST 111 STREET                       New York, NY 10029",0
"337 EAST 104 STREET New York, NY 10029",0
"161 EAST 116 STREET                       New York, NY 10029",0
"1723 LEXINGTON AVENUE                     New York, NY 10029",0
"156 EAST 97TH STREET New York, NY 10029",0
"103 EAST 102ND STREET                     New York, NY 10029",0
"336 EAST 112TH STREET New York, NY 10029",0
"246 EAST 116 STREET                       New York, NY 10029",0
"169 EAST 105 STREET New York, NY 10029",0
"1867 2 AVENUE                             New York, NY 10029",0
"410-412 EAST 115 STREET New York, NY 10029",0
"323 EAST 108TH STREET New York, NY 10029",0
"323 EAST 116 STREET                       New York, NY 10029",0
"16 EAST 98 STREET New York, NY 10029",0
"317 EAST 111 STREET New York, NY 10029",0
"8-18 EAST 110 STREET                      New York, NY 10029",0
"139 EAST 110TH STREET                     New York, NY 10029",0
"227 EAST 111TH STREET                     New York, NY 10029",0
"413 EAST 116TH STREET New York, NY 10029",0
"106 EAST 104 STREET                       New York, NY 10029",0
"12 EAST 97TH   STREET New York, NY 10029",0
"1170 FIFTH AVENUE New York, NY 10029",0
"29-31 EAST 104 STREET New York, NY 10029",0
"418 EAST 115TH STREET New York, NY 10029",0
"101B EAST 97TH STREET New York, NY 10029",0
"164 E 105TH STREET                        New York, NY 10029",0
"124 EAST 103RD STREET                     New York, NY 10029",0
"105 E 97TH STREET New York, NY 10029",0
"9 EAST 97TH New York, NY 10029",0
"1986 2 AVENUE                             New York, NY 10029",0
"214 EAST 111 STREET                       New York, NY 10029",0
"173 EAST 102 STREET                       New York, NY 10029",0
"1878 THIRD AVE New York, NY 10029",0
"194 EAST 101 STREET New York, NY 10029",0
"168 EAST 108 STREET                       New York, NY 10029",0
"228 EAST 116TH STREET                     New York, NY 10029",0
"137 EAST 110TH STREET                     New York, NY 10029",0
"1212 5TH AVENUE                           New York, NY 10029",0
"1692 LEXINGTON AVENUE                     New York, NY 10029",0
"413 EAST 114TH STREET                     New York, NY 10029",0
"281 PLEASANT AVENUE                       New York, NY 10029",0
"102 EAST 104 STREET                       New York, NY 10029",0
"118 EAST 103RD STREET                     New York, NY 10029",0
"503 EAST 116TH STREET                     New York, NY 10029",0
"165 EAST 104 STREET New York, NY 10029",0
"221 EAST 105 STREET                       New York, NY 10029",0
"173 EAST 102 STREET New York, NY 10029",0
"324 EAST 112 STREET                       New York, NY 10029",0
"936 5 AVENUE                              New York, NY 10021",0
"181 EAST 90TH ST                          New York, NY 10128",0
"7 EAST 84TH   STREET                      New York, NY 10028",0
"188 EAST 76 STREET New York, NY 10021",0
"435 EAST 76TH STREET New York, NY 10021",0
"1601 3 AVENUE New York, NY 10128",0
"128 EAST 83RD STREET New York, NY 10028",0
"215 EAST 80 STREET New York, NY 10075",0
"214 EAST 85TH STREET New York, NY 10028",0
"524 EAST 72ND   STREET New York, NY 10021",0
"145 EAST 76TH STREET                      New York, NY 10021",0
"404 EAST 76TH   STREET New York, NY 10021",0
"300 EAST 79TH   STREET                    New York, NY 10075",0
"30 EAST 85TH New York, NY 10028",0
"237 EAST 88 STREET                        New York, NY 10128",0
"150 E 61ST ST New York, NY 10065",0
"530 EAST 84TH STREET New York, NY 10028",0
"174 EAST 70TH STREET                      New York, NY 10021",0
"1664 THIRD AVE                            New York, NY 10128",0
"455 EAST 86TH   STREET                    New York, NY 10028",0
"123 EAST 92ND   STREET                    New York, NY 10128",0
"455 EAST 86TH                             New York, NY 10028",0
"215 EAST 73RD   STREET New York, NY 10021",0
"116 EAST 66TH   STREET New York, NY 10065",0
"4 EAST 72 ST New York, NY 10021",0
"1649 FIRST AVENUE                         New York, NY 10028",0
"1 EAST 66TH STREET New York, NY 10065",0
"123 EAST 88 STREET New York, NY 10128",0
"965 FIFTH AVENUE New York, NY 10075",0
"176 EAST 77TH ST. New York, NY 10075",0
"91 EAST END AVENUE New York, NY 10028",0
"55 EAST 87TH New York, NY 10128",0
"179 EAST 79TH STREET New York, NY 10075",0
"8 EAST 96TH STREET New York, NY 10128",0
"1010 FIFTH AVENUE New York, NY 10028",0
"45 EAST 72ND STREET New York, NY 10021",0
"970 LEXINGTON AVENUE                      New York, NY 10021",0
"1016 FIFTH AVE New York, NY 10028",0
"225 E. 73 STREET New York, NY 10021",0
"45 EAST 80TH   STREET New York, NY 10075",0
"110 E 87TH STREET New York, NY 10128",0
"535 PARK AVENUE New York, NY 10065",0
"332 EAST 77TH STREET New York, NY 10075",0
"165 EAST 61ST   STREET                    New York, NY 10065",0
"1010 PARK AVENUE                          New York, NY 10028",0
"155 EAST 79TH   STREET                    New York, NY 10075",0
"4 EAST 95TH STREET New York, NY 10128",0
"166 EAST 96TH ST New York, NY 10128",0
"1129 LEXINGTON AVENUE                     New York, NY 10075",0
"300 EAST 64TH   STREET New York, NY 10065",0
"17 EAST 71ST STREET                       New York, NY 10021",0
"8 EAST 93RD STREET New York, NY 10128",0
"1050 PARK AVENUE New York, NY 10028",0
"812 FIFTH AVE New York, NY 10065",0
"110 EAST 87TH   STREET New York, NY 10128",0
"165 EAST 72 STREET New York, NY 10021",0
"51 EAST 80TH   STREET                     New York, NY 10075",0
"301 E 79TH STREET                         New York, NY 10075",0
"303-305 EAST 93RD   STREET                New York, NY 10128",0
"516 E. 78TH ST New York, NY 10075",0
"47 EAST 87TH STREET New York, NY 10128",0
"301 EAST 79TH   STREET New York, NY 10075",0
"170 EAST 87                               New York, NY 10128",0
"230 EAST 79TH   STREET New York, NY 10075",0
"11 EAST 73RD STREET New York, NY 10021",0
"239 EAST  79TH STREET New York, NY 10075",0
"220 EAST 73RD STREET New York, NY 10021",0
"402 EAST 80TH   STREET New York, NY 10075",0
"174 EAST 74TH STREET New York, NY 10021",0
"246 EAST 68TH   STREET                    New York, NY 10065",0
"200 EAST 62ND   STREET New York, NY 10065",0
"524 EAST 74TH   ST                        New York, NY 10021",0
"531 EAST 88TH ST New York, NY 10128",0
"517 EAST 77TH   STREET New York, NY 10075",0
"524 E 72ND ST                             New York, NY 10021",0
"1016 5 AVENUE New York, NY 10028",0
"993 FIFTH AVENUE New York, NY 10028",0
"170 EAST 78TH ST New York, NY 10075",0
"430 EAST 77TH STREET New York, NY 10075",0
"925 PARK AVENUE New York, NY 10028",0
"225 EAST 79 STREET New York, NY 10075",0
"165 EAST 62ND STREET                      New York, NY 10065",0
"405 EAST 63RD   STREET                    New York, NY 10065",0
"140 EAST 83RD New York, NY 10028",0
"1538 SECOND AVENUE                        New York, NY 10028",0
"1760 2 AVENUE New York, NY 10128",0
"151 EAST 78TH STREET New York, NY 10075",0
"995 5TH AVENUE New York, NY 10028",0
"110 EAST 87                               New York, NY 10128",0
"431 EAST 86TH   STREET New York, NY 10028",0
"233 EAST 86TH STREET New York, NY 10028",0
"230 EAST 75TH   STREET                    New York, NY 10021",0
"29 EAST 69TH   STREET                     New York, NY 10021",0
"509 EAST 88TH ST New York, NY 10128",0
"131 EAST 81ST STREET New York, NY 10028",0
"338 E 78 ST New York, NY 10075",0
"531 EAST 88TH STREET New York, NY 10128",0
"1204 MADISON AVENUE                       New York, NY 10128",0
"1435-1437 1 AVENUE New York, NY 10021",0
"425 EAST 63RD STREET New York, NY 10065",0
"218 EAST 82ND   STREET New York, NY 10028",0
"920 5TH AVENUE New York, NY 10021",0
"300 E 62ND STREET                         New York, NY 10065",0
"236 EAST 78TH STREET New York, NY 10075",0
"170 EAST 87TH   STREET New York, NY 10128",0
"301 EAST 64 STREET New York, NY 10065",0
"8 EAST 68                                 New York, NY 10065",0
"25 EAST 69TH STREET New York, NY 10021",0
"177 EAST 73RD   STREET New York, NY 10021",0
"1619 THIRD AVENUE New York, NY 10128",0
"525 EAST 80 STREET                        New York, NY 10075",0
"135 EAST 83 STREET New York, NY 10028",0
"1192 PARK AVENUE New York, NY 10128",0
"71 EAST 77TH   STREET New York, NY 10075",0
"220 EAST 73 ST New York, NY 10021",0
"108 EAST 82ND   STREET New York, NY 10028",0
"8 EAST 83RD   STREET New York, NY 10028",0
"1040 FIFTH AVENUE New York, NY 10028",0
"8 EAST 69TH   STREET                      New York, NY 10021",0
"212 EAST 95TH STREET                      New York, NY 10128",0
"1363 1 AVENUE                             New York, NY 10021",0
"360 E 72ND ST New York, NY 10021",0
"166 EAST 61 STREET New York, NY 10065",0
"402 EAST 74TH   STREET New York, NY 10021",0
"515 E. 72 STREET                          New York, NY 10021",0
"27 EAST 61ST   STREET                     New York, NY 10065",0
"125 EAST 70 STREET                        New York, NY 10021",0
"127 EAST 62ND STREET                      New York, NY 10065",0
"216 EAST 95TH   STREET                    New York, NY 10128",0
"230 EAST 83RD   STREET                    New York, NY 10028",0
"177 EAST 77TH STREET New York, NY 10075",0
"504 EAST 79TH   STREET                    New York, NY 10075",0
"160 EAST 63RD   STREET                    New York, NY 10065",0
"327 EAST 65 STREET                        New York, NY 10065",0
"210 EAST 73RD   STREET New York, NY 10021",0
"1171 2 AVENUE                             New York, NY 10065",0
"1634 1 AVENUE New York, NY 10028",0
"530 EAST 76TH   STREET                    New York, NY 10021",0
"201 EAST 66 STREET New York, NY 10065",0
"224 EAST 83RD STREET                      New York, NY 10028",0
"208 EAST 70TH STREET New York, NY 10021",0
"875 5 AVENUE New York, NY 10065",0
"315 EAST 68 STREET New York, NY 10065",0
"524 EAST 72ND STREET                      New York, NY 10021",0
"114 EAST 90TH   STREET New York, NY 10128",0
"957 PARK AVENUE                           New York, NY 10028",0
"125 E 93 ST. New York, NY 10128",0
"117 EAST 83RD   STREET New York, NY 10028",0
"505 EAST 84TH   STREET New York, NY 10028",0
"173 EAST 71ST STREET                      New York, NY 10021",0
"363 EAST 76 ST New York, NY 10075",0
"414 EAST 88TH New York, NY 10128",0
"148 EAST 78TH   STREET                    New York, NY 10075",0
"134 EAST 93RD STREET                      New York, NY 10128",0
"444 E 75 ST New York, NY 10021",0
"47 EAST 91 STREET New York, NY 10128",0
"200 E 66TH                                New York, NY 10065",0
"123 EAST 86TH   STREET                    New York, NY 10028",0
"123 EAST 61ST   STREET                    New York, NY 10065",0
"300 EAST 93RD   STREET New York, NY 10128",0
"525 PARK AVE                              New York, NY 10065",0
"1444 THIRD AVENUE New York, NY 10028",0
"120 EAST 90TH ST                          New York, NY 10128",0
"28 EAST 70TH   STREET                     New York, NY 10021",0
"799 PARK AVENUE New York, NY 10021",0
"19 EAST 64TH   STREET New York, NY 10065",0
"944 FIFTH AVENUE New York, NY 10021",0
"1115 FIFTH AVENUE New York, NY 10128",0
"117 EAST 72ND STREET New York, NY 10021",0
"521 EAST 88TH STREET New York, NY 10128",0
"425 EAST 63RD   STREET New York, NY 10065",0
"1065 LEXINGTON AVENUE New York, NY 10021",0
"40 EAST 61ST New York, NY 10065",0
"448 EAST 88TH STREET New York, NY 10128",0
"220 EAST 65TH STREET New York, NY 10065",0
"26 EAST 63RD STREET                       New York, NY 10065",0
"151 EAST 86TH STREET                      New York, NY 10028",0
"530 EAST 76 STREET                        New York, NY 10021",0
"134 EAST 93RD   STREET New York, NY 10128",0
"408 EAST 73RD STREET New York, NY 10021",0
"1191 2 AVENUE                             New York, NY 10065",0
"218 EAST 82ND STREET New York, NY 10028",0
"175 EAST 73RD STREET New York, NY 10021",0
"58 EAST 66TH   STREET                     New York, NY 10065",0
"72 EAST 93RD STREET New York, NY 10128",0
"838 5 AVENUE                              New York, NY 10065",0
"20 EAST 84TH   STREET New York, NY 10028",0
"40 EAST 66TH STREET New York, NY 10065",0
"120 EAST 87TH   STREET                    New York, NY 10128",0
"400 E 90 ST New York, NY 10128",0
"1267 1 AVENUE                             New York, NY 10065",0
"350 EAST 82 STREET                        New York, NY 10028",0
"154 EAST 66TH STREET                      New York, NY 10065",0
"255 EAST 74TH STRET                       New York, NY 10021",0
"45 EAST 62ND STREET                       New York, NY 10065",0
"1641 3RD AVENUE                           New York, NY 10128",0
"166 EAST 92ND New York, NY 10128",0
"157 EAST 75TH   STREET                    New York, NY 10021",0
"415 E 85 ST New York, NY 10028",0
"306 EAST 82ND STREET                      New York, NY 10028",0
"157 EAST 84TH   STREET                    New York, NY 10028",0
"110 EAST 78TH   STREET                    New York, NY 10075",0
"453 EAST 83RD   STREET New York, NY 10028",0
"223 EAST 78TH STREET New York, NY 10075",0
"305 EAST 88 New York, NY 10128",0
"304 EAST 65TH   STREET                    New York, NY 10065",0
"155 EAST 76TH STREET                      New York, NY 10021",0
"420 EAST 78TH   STREET New York, NY 10075",0
"162 EAST 61ST STREET                      New York, NY 10065",0
"500 E. 83RD STREET New York, NY 10028",0
"1764 1 AVENUE New York, NY 10128",0
"188 EAST 70 STREET                        New York, NY 10021",0
"236 EAST 78TH   STREET New York, NY 10075",0
"515 EAST 89TH STREET New York, NY 10128",0
"1403 2 AVENUE New York, NY 10021",0
"168 EAST 82ND   STREET New York, NY 10028",0
"200 EAST 94TH STREET New York, NY 10128",0
"1179 2 AVENUE                             New York, NY 10065",0
"170 EAST 92ND STREET New York, NY 10128",0
"418 EAST 83RD STREET New York, NY 10028",0
"43 EAST 92ND   STREET New York, NY 10128",0
"150 EAST 69 New York, NY 10065",0
"309 EAST 76TH   STREET                    New York, NY 10021",0
"75 EAST END AVENUE New York, NY 10028",0
"427 EAST 77TH   STREET                    New York, NY 10075",0
